section	source_file	source_sha256	module_id	epithelial_state	early_effect	early_FDR	cancer_vs_adenoma_effect	cancer_vs_normal_effect	paired_FAP_effect	paired_FAP_FDR	paired_direction_concordant	n_evaluable_LODO	LODO_sign_stability	passes_LODO	exploratory_candidate	lock_version	gene	gene_order	canonical_weight	locked_direction	score_version	primary_score_formula	historical_gse161277_score	allowed_sensitivity_score_range	primary_min_mapped_genes	sensitivity_min_mapped_genes	source_candidate_sha256	source_membership_sha256	source_modules_locked_sha256	gene_set_sha256	weighted_signature_sha256	scoring_spec_sha256	bundle_sha256	sensitivity_version	parent_score_version	parent_module	sensitivity_gene_order	canonical_weight_fraction	canonical_weight_decimal	removed_gene	role	minimum_60pct_coverage_genes	minimum_80pct_coverage_genes	missing_gene_rule	parent_primary_bundle_sha256
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CEMIP	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	11	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CTNNA2	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	12	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	DACH1	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	13	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GALNT6	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	14	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GNGT1	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	15	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRIN2B	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	16	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	GRM8	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	17	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITGA9	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	18	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ITPR2	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	19	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KCTD16	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	20	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	KLF7	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	21	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LINC01605	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	22	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LINC01748	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	23	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LMCD1-AS1	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	24	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NKD1	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	25	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PARP8	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	26	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTK7	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	27	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	RNF43	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	28	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SNTB1	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	29	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SPATA6L	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	30	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TBX3	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	31	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TBXAS1	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	32	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRAF5	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	33	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TSPAN5	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	34	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
M02_minus_INPP5D_35_gene_sensitivity	results/stage10c/M02_MINUS_INPP5D_SENS_V1.tsv	e33329670392998547dcb7d4e0c91bd25419196965a666649e84409f13b28fcb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	VWA2	NA	NA	lesion_minus_normal_positive	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	M02_MINUS_INPP5D_SENS_V1	M02_SCORE_V1	Stem_progenitor_SB_M02	35	1/35	0.0285714285714286	INPP5D	contamination_sensitivity_only	21	28	canonical_only_equal_renormalization	d4e34472243b0259650aca3123a5df7e767e9a408a409cef08861937f2360a30
