section	source_file	source_sha256	scenario_id	mapped36	mapped35	primary_36of36	sensitivity_29of36	sensitivity_35gene_80pct	status	record_type	qc_mode	annotation_source	compartment	min_cells	scenario_role	score_method	score_role	patient_id	lesion_sample	normal_sample	lesion_score	normal_score	effect_lesion_minus_normal	direction_positive	k_positive	n_pairs	descriptive_mean_effect	ci_lower	ci_upper	p_value	fdr	inferential_unit	reason	P1_effect	P5_effect
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	ESTIMABLE	individual_patient_effect	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_UCELL_SENS	score_sensitivity	P5	P5_L	P5_N	0.054100485929794	0.0162793669165197	0.0378211190132743	TRUE	NA	1	NA	NA	NA	NA	NA	patient	individual matched-patient directional effect; no population inference	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	ESTIMABLE	direction_summary	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_UCELL_SENS	score_sensitivity	P1+P5	P1_L;P5_L	P1_N;P5_N	NA	NA	NA	NA	2	2	0.0327211676044263	NA	NA	NA	NA	patient	two directional patient effects; no population inference	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_SCORE_V1	primary	P1	P1_L	P1_N	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_SCORE_V1	primary	P5	P5_L	P5_N	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	direction_summary	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_SCORE_V1	primary	P1+P5	P1_L;P5_L	P1_N;P5_N	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	patient	two directional patient effects; no population inference	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	P1	P1_L	P1_N	3.56127705360019	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	P5	P5_L	P5_N	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	direction_summary	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	P1+P5	P1_L;P5_L	P1_N;P5_N	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	patient	two directional patient effects; no population inference	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	P1	P1_L	P1_N	3.56262773364573	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	P5	P5_L	P5_N	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	direction_summary	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	P1+P5	P1_L;P5_L	P1_N;P5_N	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	patient	two directional patient effects; no population inference	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_GENE_Z_SENS	score_sensitivity	P1	P1_L	P1_N	0.145373966161955	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_GENE_Z_SENS	score_sensitivity	P5	P5_L	P5_N	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	direction_summary	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_GENE_Z_SENS	score_sensitivity	P1+P5	P1_L;P5_L	P1_N;P5_N	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	patient	two directional patient effects; no population inference	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_UCELL_SENS	score_sensitivity	P1	P1_L	P1_N	0.0634850288600289	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	individual_patient_effect	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_UCELL_SENS	score_sensitivity	P5	P5_L	P5_N	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	patient	required matched sample score unavailable	NA	NA
matched_pair_effects	results/stage10c3/STAGE10C3_MATCHED_PAIR_EFFECTS.tsv	7589a26142d443a56a803e5eed7eedecf65bb02005846309145d8c07907afb62	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	direction_summary	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_UCELL_SENS	score_sensitivity	P1+P5	P1_L;P5_L	P1_N;P5_N	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	patient	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	PRIMARY_ALL_EPI_MIN50	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	50	primary	M02_SCORE_V1	primary	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	PRIMARY_ALL_EPI_MIN50	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	50	primary	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.38268216920737	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.50171154079861	2.26365279761613
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	PRIMARY_ALL_EPI_MIN50	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	50	primary	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.36973748587703	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.49304241532641	2.24643255642765
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	PRIMARY_ALL_EPI_MIN50	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	50	primary	M02_GENE_Z_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	1.71908316822073	NA	NA	NA	NA	NA	two directional patient effects; no population inference	1.9011851720716	1.53698116436986
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	PRIMARY_ALL_EPI_MIN50	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	50	primary	M02_UCELL_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	0.0380854022438135	NA	NA	NA	NA	NA	two directional patient effects; no population inference	0.0348014475403611	0.0413693569472658
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN25_SENS	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	25	cell_count_sensitivity	M02_SCORE_V1	primary	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN25_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	25	cell_count_sensitivity	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.38268216920737	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.50171154079861	2.26365279761613
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN25_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	25	cell_count_sensitivity	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.36973748587703	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.49304241532641	2.24643255642765
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN25_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	25	cell_count_sensitivity	M02_GENE_Z_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	1.71908316822073	NA	NA	NA	NA	NA	two directional patient effects; no population inference	1.9011851720716	1.53698116436986
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN25_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	25	cell_count_sensitivity	M02_UCELL_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	0.0380854022438135	NA	NA	NA	NA	NA	two directional patient effects; no population inference	0.0348014475403611	0.0413693569472658
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN100_SENS	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	100	cell_count_sensitivity	M02_SCORE_V1	primary	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN100_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	100	cell_count_sensitivity	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.38268216920737	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.50171154079861	2.26365279761613
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN100_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	100	cell_count_sensitivity	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.36973748587703	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.49304241532641	2.24643255642765
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN100_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	100	cell_count_sensitivity	M02_GENE_Z_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	1.71908316822073	NA	NA	NA	NA	NA	two directional patient effects; no population inference	1.9011851720716	1.53698116436986
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	CELL_MIN100_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	primary_qc	independent_broad_annotation	all_epithelial	100	cell_count_sensitivity	M02_UCELL_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	0.0380854022438135	NA	NA	NA	NA	NA	two directional patient effects; no population inference	0.0348014475403611	0.0413693569472658
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_SCORE_V1	primary	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.22649836980771	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.40248698452886	2.05050975508655
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	2.23750124361617	NA	NA	NA	NA	NA	two directional patient effects; no population inference	2.42682010769577	2.04818237953657
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_GENE_Z_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	1.6033897249502	NA	NA	NA	NA	NA	two directional patient effects; no population inference	1.80182553101485	1.40495391888554
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	DEPOSIT_QC_SENS	NA	NA	NA	NA	NA	ESTIMABLE	NA	deposit_preserving	independent_broad_annotation	all_epithelial	50	qc_sensitivity	M02_UCELL_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	2	2	0.0327211676044263	NA	NA	NA	NA	NA	two directional patient effects; no population inference	0.0276212161955783	0.0378211190132743
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_SCORE_V1	primary	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_29OF36_COVERAGE_SENS	coverage_sensitivity	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_MINUS_INPP5D_SENS_V1	contamination_sensitivity	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_GENE_Z_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	STEM_PROGENITOR_SECONDARY	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	independent_broad_annotation	Stem/progenitor	20	secondary	M02_UCELL_SENS	score_sensitivity	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	two directional patient effects; no population inference	NA	NA
sensitivity	results/stage10c3/STAGE10C3_SENSITIVITY.tsv	d613030f943c32b22e5e7ef1a6d7e46067961a9ab4d81cdba5565ca60632365a	PUBLISHED_ANNOTATION_SENS	NA	NA	NA	NA	NA	NOT_ESTIMABLE	NA	primary_qc	published_cell_level_annotation	all_epithelial	50	annotation_sensitivity	M02_SCORE_V1	primary_under_annotation_sensitivity	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	official Figshare archive contains no deposited cell-level published annotation; no reconstructed label substituted	NA	NA
