cohort_or_context	geneset_id	canonical_module_size	mapped_size	gene	gene_order	weight	role	hash_or_provenance
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	APCDD1	6	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	ARID3A	7	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	ASCL2	8	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	AXIN2	9	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	BACE2	10	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	CEMIP	11	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	CTNNA2	12	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	DACH1	13	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	GALNT6	14	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	GNGT1	15	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	GRIN2B	16	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	GRM8	17	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	INPP5D	18	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	ITGA9	19	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	ITPR2	20	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	KCTD16	21	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	KLF7	22	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	LINC01605	23	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	LINC01748	24	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	LMCD1-AS1	25	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	NKD1	26	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	PARP8	27	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	PTK7	28	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	RNF43	29	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	SNTB1	30	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	SPATA6L	31	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	TBX3	32	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	TBXAS1	33	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	TRAF5	34	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	TSPAN5	35	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
E-GEAD-579	M02_SPATIAL_COHORT_COMMON	36	36	VWA2	36	0.0277777777777778	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	ABCA13	1	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	ADAMTSL2	3	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	APCDD1	6	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	ARID3A	7	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	ASCL2	8	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	AXIN2	9	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	BACE2	10	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	CEMIP	11	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	CTNNA2	12	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	DACH1	13	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	GALNT6	14	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	GNGT1	15	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	GRIN2B	16	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	GRM8	17	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	INPP5D	18	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	ITGA9	19	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	ITPR2	20	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	KCTD16	21	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	KLF7	22	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	NKD1	26	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	PARP8	27	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	PTK7	28	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	RNF43	29	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	SNTB1	30	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	SPATA6L	31	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	TBX3	32	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	TBXAS1	33	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	TRAF5	34	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	TSPAN5	35	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
GSE226997	M02_SPATIAL_COHORT_COMMON	36	30	VWA2	36	0.0333333333333333	secondary_localization_mapping	results/stage10c2_sp/STAGE10C2_SP_LOCK_MANIFEST.tsv
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	ABCA13	1	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	AC016831.7	2	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	ADAMTSL2	3	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	APCDD1	6	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	ARID3A	7	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	ASCL2	8	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	AXIN2	9	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	BACE2	10	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	CEMIP	11	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	CTNNA2	12	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	DACH1	13	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	GALNT6	14	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	GNGT1	15	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	GRIN2B	16	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	GRM8	17	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	INPP5D	18	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	ITGA9	19	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	ITPR2	20	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	KCTD16	21	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	KLF7	22	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	LINC01605	23	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	LMCD1-AS1	25	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	NKD1	26	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	PARP8	27	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	PTK7	28	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	RNF43	29	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	SNTB1	30	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	SPATA6L	31	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	TBX3	32	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	TBXAS1	33	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	TRAF5	34	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	TSPAN5	35	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
Figshare_29925404	M02_MAPPED33_SENSITIVITY_ONLY	36	33	VWA2	36	1/33	descriptive sensitivity; primary NOT_ESTIMABLE	results/stage10c3/STAGE10C3_POSTLOCK_ADDENDUM.md
